title,link,description,bloggername,bloggerlink,postdate
"자바 개발자 vs  파이썬  개발자, 어떤 직업이 더 유망할까?",https://blog.naver.com/back4369/223799452301,"특히 자바(Java) 개발자와  파이썬 (Python) 개발자는 기업에서 가장 많이 채용하는 직군 중 하나인데요.... 1️⃣ 자바 개발자 vs  파이썬  개발자, 주요 역할 차이점 ✅ 자바(Java) 개발자 자바는 대규모 웹 서비스... ",아무리 생강캐도 난마늘,blog.naver.com/back4369,20250317
" 파이썬 , 자바? IDE, API? 코딩 입문자를 위한 프로그래밍... ",https://blog.naver.com/benq4ever/223578428235," 파이썬 , 자바, IDE? 코딩을 처음 시작할 때 등장하는 낯선 단어! 하지만 코딩 인재를 꿈꾼다면 이쯤은... 먼저  파이썬 (Python)입니다. 이미지 출처_ python  파이썬 은 직관적인 코딩이 가능한 코딩 언어 중... ",벤큐코리아 공식블로그,blog.naver.com/benq4ever,20240909
 파이썬 으로 시작하는 프로그래밍 입문자를 위한 기초 가이드,https://blog.naver.com/kmn34fvlhs/223804345143," 파이썬 으로 시작하는 프로그래밍 입문자를 위한 기초 가이드  파이썬 을 배우고 싶지만 어디서부터 시작해야 할지 막막한 당신의 마음, 충분히 이해합니다. 많은 사람들이 프로그래밍에 대한 두려움이나 불안감... ",크리샌드릭,blog.naver.com/kmn34fvlhs,20250321
 파이썬 과 자바스크립트로 배우는 OpenAI 프로그래밍,https://blog.naver.com/hji7000/223569792885, 파이썬 과 자바스크립트로 배우는 OpenAI 프로그래밍 저자 쇼다 쓰야노 출판 제이펍 발매 2024.08.16.... API 설명할때는 간단한 설명과 더불어  파이썬 과 자바스크립트 예제가 있습니다. 그리고 API를 사용해서 간단한... ,마음이 한적한 곳으로...,blog.naver.com/hji7000,20240902
"[2일]  파이썬  학습일지, 코딩자율학습단 9기 - 3장 연산자",https://blog.naver.com/hofmaker/223523476015,"그러나 지금  파이썬  언어 외에도 피그마, RAG, Langchain, 주식자동매매봇, 인간공학기술사 공부등 별려 놓은 것이 많다. 총 6개 학습 중에 공통점이 있다.  파이썬 ! 이  파이썬 이 지금 내 인생에서 가장... ","50대 자기계발, 잡학다식",blog.naver.com/hofmaker,20240724
엘리스 내일패스  파이썬  기초 1 수강 후기,https://blog.naver.com/bbaboo00/223300722559,엘리스 내일패스로  파이썬  기초반을 듣게 되었어요 :-) 평소에 기초 프로그래밍에 관심 쪼꼼 있었는데... 있네요  파이썬  다 하고나면 이것도 도저언- 제가 수강한건 데이터 분석의 첫걸음!  파이썬  기초 1 입니다... ,Alarm,blog.naver.com/bbaboo00,20231222
 파이썬  컴퓨터 자동 꺼지는 프로그램,https://blog.naver.com/syndgate/223765653690,"안녕하세요, 오늘은 컴퓨터 자동으로 꺼지는 프로그램을 공유하도록 하겠습니다  파이썬 에서 GUI를 통해 시간 입력을 받고, 그 시간이 지나면 컴퓨터를 자동으로 종료하는... ",신디게이트,blog.naver.com/syndgate,20250225
현직자가 추천하는  파이썬  무료로 배울 수 있는 최고의 강의,https://blog.naver.com/data-scientist-luna/222833504769,리트코드  파이썬  쉬운 문제를 풀어보기로 했습니다. 그리고 평상시에 data structure랑 프로그래밍 공부를 조금씩 하기로 했는데요. 진짜 대박 공부자료를 찾았습니다.  파이썬  뿐만 아니라 다른... ,데이터 사이언티스트 루나의 미국 유학 후 취업,blog.naver.com/data-scientist-luna,20220729
 파이썬  독학시작!,https://blog.naver.com/padsa/223764787958,"여차저차~~ 아무튼 나에게 '점프 투  파이썬 '이라는것을 추천해주었다. 교재가 무료이고, 온라인 강의(유튜브)도 무료이다. 그리고 책 내용이 너무 많지않아서 짧은시간 내 완독이 가능하다고 한다.  파이썬  첫... ",291 Mood,blog.naver.com/padsa,20250218
국비지원 국민내일배움카드 3월 추천교육 &quot; 파이썬  입문 기초&quot;,https://blog.naver.com/lsa160312/223787062573, 파이썬  코딩을 처음 배우려고 하시는 분들께 오늘 교육은 딱일거 같아요~ 국비지원을 받아 2만원대로 고퀄리티의  파이썬  교육을 집에서 받으실 수 있습니다! 지금 바로 소개해드릴게요~^^ 전국민 누구나를... ,디지털세상! 당신을 위한 디지털튜터!,blog.naver.com/lsa160312,20250307
가비아  파이썬  호스팅 신청,https://blog.naver.com/icenovel/223809816184,"그래서 뚝딱 MVP를  파이썬 으로 작성했다. (물론, AI에게 시켰다.) 잘 작동했다. 문제는 이런 예약/반복 메시지를 보내는 시점에 서버 역할을 하는 컴퓨터가 켜져 있어야 한다. 날 것 그대로라면  파이썬  콘솔도... ",냉동소설의 아카이브,blog.naver.com/icenovel,20250325
 파이썬 을 활용한 데이터 시각화 방법,https://blog.naver.com/bddk8gjm4pv/223799649232,"데이터 분석의 중요성이 날로 증가하고 있는 요즘, 많은 사람들이  파이썬 을 통해 데이터... 이번 글에서는  파이썬 을 활용한 다양한 데이터 시각화 방법에 대해 알아보겠습니다.  파이썬 은 데이터... ",한 송이의 꽃 피우기,blog.naver.com/bddk8gjm4pv,20250318
 파이썬  설치 위치 찾기,https://blog.naver.com/merds/223702747146," 파이썬  설치 위치  파이썬  설치 위치를 알아야 하는 이유는 다양합니다. 가상 환경을 설정하거나, 특정 모듈의 위치를 확인하거나, 또는  파이썬  실행 파일을 직접 실행해야 할 때 필요할 수 있습니다. 방법 1.... ",여행하는 프로그래머,blog.naver.com/merds,20241223
직장인 필수!  파이썬 으로 업무 자동화하기,https://blog.naver.com/autocoder/223773910350,"있는 ' 파이썬  업무 자동화'에 대해 이야기해볼까 합니다. 바쁜 직장 생활 속에서 반복적인 업무에 지치셨다면, 이 글이 여러분의 업무 효율을 높이는 데 도움이 될 거예요.  파이썬  업무 자동화란?  파이썬 ... ",오토코더,blog.naver.com/autocoder,20250225
[도서 리뷰] 실무로 통하는 인과추론 with  파이썬 ,https://blog.naver.com/armigar/223400433552,실무로 통하는 인과추론 with  파이썬  저자 마테우스 파쿠레 출판 한빛미디어 발매 2024.03.05. 안녕하세요... with  파이썬 &quot;이란 책을 읽어보았습니다. 이쯤되면 항상 오렐리를 번역해주는 한빛미디어에 감사의... ,DOPT의 게임과 프로그래밍,blog.naver.com/armigar,20240330
 파이썬  정리(3),https://blog.naver.com/kmb2008_38/223806110819, 파이썬  형식 1)def 이용해서 정의 = 정의된 그대로 가져옴(변경없이) &quot;&quot; &quot;&quot; &quot;&quot; &quot;&quot; &quot;&quot; 2)매개변수(인자... 내장 모듈:  파이썬 에 기본적으로 포함된 모듈. 확장 모듈: C나 C++로 작성된 모듈. 동적 모듈: 실행 중에... ,kmb2008_38님의 블로그,blog.naver.com/kmb2008_38,20250322
[국비지원]  파이썬 기반 빅데이터 분석 마케팅 전문가 과정... ,https://blog.naver.com/womanup_official/223793568928,라고 생각하고 있는 분들 ★★모두 다 주목★★  파이썬 기반 빅데이터분석 마케팅전문가과정을 통해... 있는 &lt; 파이썬 기반 빅데이터분석 마케팅전문가과정&gt; 데이터분석 역량강화로 커리어 업그레이드 할 수... ,서울우먼업,blog.naver.com/womanup_official,20250312
 파이썬 기초 에듀얍에서  파이썬 독학 도전기,https://blog.naver.com/chaehyejin/223758021235,"파이선기초  파이썬 독학 을 해보기로 마음먹었습니다 ❤️ 에듀얍에서 1년 이용권 ₩99,000 으로... 않겠어요 - 파이썬 기초  파이썬 독학하기 - 프로그램을 처음 하는 사람으로 프로그램언어인데요 웹 애플리케이션... ",Mangdung,blog.naver.com/chaehyejin,20250212
001_  파이썬 이 뭡니까?,https://blog.naver.com/geologenie/223720130590, 파이썬 에 제대로 입문해서 공부할 수 있는 책을 한 권 사서 봐야겠다고 생각했다. 그리고... 그래도 찾아헤맨 덕분에  파이썬 이 많이 친근해졌고 기본 개념을 이해하는 데 도움을 많이 받았다. 아직은... ,뚜벅이의 지질여행,blog.naver.com/geologenie,20250110
 파이썬 독학 효율적으로 공부해보자,https://blog.naver.com/thebenzecl/223758936632,"안녕하세요, 오늘은  파이썬 독학을 위해 알아두면 유익한 정보들을 소개해드리고자 합니다. 프로그래밍에 관심이 있으시거나 취미의 일환으로 많은 분들이  파이썬 독학에 입문하고 계시는데요, 가장 대표적이고... ",호잇의 룰루랄라,blog.naver.com/thebenzecl,20250213
"안산 코딩 학원 (C언어,  파이썬 , 자바) 국비 지원",https://blog.naver.com/kansan7113/223803646790,"교육대상 ✅ 내일배움카드 소지자 누구나 ✅ C언어, C++,  파이썬 , 아두이노, 라즈베리파이 등 교육을 희망하는 구직자 ✅ 프로젝트를 통해 나만의 포트폴리오를 제작하고 싶은 취업생 ✅ 스마트팜... ",한국직업능력교육원 안산,blog.naver.com/kansan7113,20250320
 파이썬 은 나쁜 언어다,https://blog.naver.com/neutrinoant/223331996597,&quot;성공&quot; 이때 진심으로  파이썬  증오가 시작 5. 9019 &quot;DSLR&quot; 문제에서 (4와 동일한 문제) C언어 배울때... (이번건 시간초과 아니니까 반례는 있단다 푸하하) 결론 &quot;&quot;&quot; 파이썬 은 PS에는 참 나쁜 언어다&quot;&quot;&quot; 겨우... ,My Mate Math - M3,blog.naver.com/neutrinoant,20240124
 파이썬  클래스와 상속: 실무에서의 활용 사례 탐구,https://otc-etc.tistory.com/6," 파이썬  클래스 개념과 상속 실무 예제  파이썬  클래스의 이해  파이썬 에서 클래스는 객체 지향 프로그래밍의 기본 단위로, 데이터와 기능을 하나의 구조체로 묶어줍니다. 클래스는... ",otc-etc,https://otc-etc.tistory.com/,20250318
개발자 프로그래밍 입문 독학으로 배우는 내일은  파이썬 ,https://blog.naver.com/arsoap/223285772952,내일은  파이썬  1권(입문)+2권(실전) 세트(Ver.3.11) 저자 임형래 출판 김앤북 발매 2023.09.21. 2024년 버킷리스트 계획중 코딩 과  파이썬  유튜버 코딩빌런의 쉬운 용어로 배우는  파이썬  강의 무료 제공과 함께 열심히... ,평범은 기록을 만나 특별해 진다.,blog.naver.com/arsoap,20231207
 파이썬 으로 만드는 IoT 프로젝트,https://blog.naver.com/muzzh/223809980580," 파이썬 으로 만드는 IoT 프로젝트 IoT(사물인터넷)는 다양한 장치들이 인터넷에 연결되어... 이 기술은 스마트 홈, 헬스케어, 농업 등 다양한 분야에서 활용되고 있으며,  파이썬 은 이러한 IoT... ",바다를 향하여,blog.naver.com/muzzh,20250326
"전주 중화산동 코딩학원에서 C언어,  파이썬 , 자바 교육하고... ",https://blog.naver.com/smartlifelab_/223476083236,"C언어  파이썬  자바등 코딩교육을 진행하고 있어요 전주 코딩 학원: C언어,  파이썬 , 자바 프로그래머 과정 C언어,  파이썬 , 자바 프로그래머 과정을 기초부터 고급까지 탄탄하게 교육을 하기 위해. 제가 직접 만든... ",전주코딩컴퓨터 스마트라이프연구학원,blog.naver.com/smartlifelab_,20240612
(후기) 디지털새싹 :  파이썬 으로 알아보는  항공방제드론 I,https://blog.naver.com/hememory/223761949871,"수업에서  파이썬 을 배운적이 있고, 코딩 수업들도 3~4번 들어서 수업이 어렵지는 않았는데...그래도 9시부터 4시까지 교실에 있으니 많이 힘들었다고 하네 (극성 엄마라 미얀타 ㅠ) 아이 픽업하러... ",러블리맘의 공간,blog.naver.com/hememory,20250215
 파이썬 -게이트,https://blog.naver.com/robot_coding8458/223806031714,코딩해보았습니다^^ #코딩 #코딩학원 #프로그래밍 # 파이썬  #텍스트코딩 #레고 #스파이크프라임 #스파이크 #로봇 #로봇학원 #부천로봇학원 #로봇하드웨어 #로봇소프트웨어 #스마트러닝로봇학원 # 파이썬  #브릭시티... ,부천 스마트러닝 로봇 코딩학원,blog.naver.com/robot_coding8458,20250322
초등 프로그래밍 마인크래프트로 배우는  파이썬  입문,https://blog.naver.com/jisu1058/223291451490,마인크래프트로 배우는  파이썬  입문 에이케이커뮤니케이션즈 마인크래프트로 배우는  파이썬  입문 저자 주식회사 Nuco 카지마 유헤이 출판 에이케이커뮤니케이션즈 발매 2023.11.25. 이 책은 초중등생을 위한... ,Smile :),blog.naver.com/jisu1058,20231215
"AI 개발에  파이썬 을 주로 활용한다면, ‘주피터... ",https://blog.naver.com/xiilab/223449753500,특히  파이썬 을 주 언어로 사용하고 계신 분들께는 더욱 친숙한 단어일 것 같은데요. 바로 ‘주피터... 이미지 출처: 큐레이팅 매거진 ㅍㅍㅅㅅ 주피터 노트북은  파이썬 을 비롯해 다양한 개발 언어로... ,씨이랩,blog.naver.com/xiilab,20240517
" 파이썬  제어문 if문 강좌 정리 노트(if-else문, if-elif... ",https://blog.naver.com/codingguide/223797171591, 파이썬 에서 if문은 &quot;만약 ~라면&quot;이라는 조건에 따라 특정 코드를 실행하는 제어문입니다. 즉... 기본 문법  파이썬 에서 if문은 다음과 같이 작성합니다. 조건식: 반드시 True 또는 False를 반환하는 표현식을... ,코딩가이드,blog.naver.com/codingguide,20250315
 파이썬  데이터분석 데이터베이스 자격증 취업방법,https://blog.naver.com/byil2547/222855817386, 파이썬 취업? 어떻게 하는 것일까? 어떤 것을 준비해야 하는 것일까? ◈최근 시장의 움직임 SNS가... ◈ 파이썬 취업 인터넷에는 프로그래밍언어를 활용하여 데이터분석을 하는 등의 활동을 진행할 수 있는데요.... ,꾸리,blog.naver.com/byil2547,20220823
[실기]  파이썬 ,https://blog.naver.com/tmdryddl430/223815568813,"C 자바  파이썬  상속 시 자식클래스 객체 생성하면 부모 생성자 &amp; 자식 생성자 실행 상속 시... 처음 한 번만 실행 &quot; &quot;  파이썬  출력 5 참고로 a = Soo() 에서의 a와 def setS(self, a) 에서의 a는 다른 값 첫... ",CHA SEUNG KYUNG,blog.naver.com/tmdryddl430,20250331
도전:  파이썬 으로 &quot;텔로&quot; 드론 조종하기!!!,https://blog.naver.com/makerhanssem/223060162996,"하지만,  파이썬 을 활용해서 드론을 조종하는 것도 하고 싶어서, chatgpt에게 여러 번 질문을 했었습니다만, 질문만 하고 끝났었습니다. 유튜브를 검색하다가,  파이썬 으로 텔로를 조종하는 영상을... ",메이커한쌤의 AI+디자인,blog.naver.com/makerhanssem,20230330
 파이썬 독학 강의 국비지원받고 무료로 듣는 방법,https://blog.naver.com/learningfit/223382061301,"데이터 과학과 인공지능 분야에서 가장 많이 활용하고 있는 프로그래밍 언어가  파이썬 이라고 하니, 개발자를 꿈꾸는 분이라면 누구나  파이썬 을 학습해한다는 사실을 알고 계실 텐데요  파이썬 독학을 준비하는... ",러닝핏 국민내일배움카드,blog.naver.com/learningfit,20240313
[ 파이썬 자격증]2025년  COS Pro자격시험 일정,https://blog.naver.com/therich21/223705823148,naver.com/therich21/223709854543 &gt; https://blog.naver.com/therich21/223712664500 https://blog.naver.com/therich21/223712964711 [오전] 파이썬  전문 강사양성과정 [오후] 파이썬  전문 강사양성과정,Coding & Math,blog.naver.com/therich21,20241226
"신현동 코딩과외 초등,  파이썬  코딩학원 직장인",https://blog.naver.com/backwardskm2r/223811789864,"신현동 코딩과외 초등,  파이썬  코딩학원 직장인 신현동 현재 IT 기업뿐만 아니라 금융, 의료, 제조업 등... 중요합니다. 파이썬  블록 코딩을 통해 기본적인 개념을 익힌 후, 점차 텍스트 기반 프로그래밍 언어인... ",backwardskm2r님의 블로그,blog.naver.com/backwardskm2r,20250327
 파이썬  윈도우 다운로드 설치 방법 총정리,https://blog.naver.com/3852lch/223805873909,"오늘은  파이썬  다운로드, 설치 방법을 알아볼 거예요. 친절하게 잘 설명해 드릴 테니 똑같이 잘 따라 해 보세요. 목차 1.  파이썬 이란? 2.  파이썬  다운로드 설치  파이썬 이란?  파이썬 은 고급 프로그래밍 언어로... ",슈퍼겜돌's blog,blog.naver.com/3852lch,20250322
 파이썬  모델링 적합 데이터,https://blog.naver.com/fineday123/223647387875," 파이썬  모델링은 지도학습과 비지도학습 1. 데이터 구조(structure)의 요건 1) Numpy 배열, 리스트 또는 Pandas 데이터프레임/시리즈이어야 함 머신러닝 알고리즘에 입력되는 데이터는... ",디지털마케팅파트너스(Digital Marketing Partners),blog.naver.com/fineday123,20241105
혼자 공부하는 첫 프로그래밍 with  파이썬  서평,https://keistory.tistory.com/1227,혼자 공부하는 첫 프로그래밍 with  파이썬  서평 혼자 공부하는 첫 프로그래밍 with  파이썬  이 책은  파이썬  초보 학습자들에게 아주 유용한 책이라고 생각된다. 오랜 시간 동안  파이썬 을 접하지 않아서 다시... ,KeiStory,https://keistory.tistory.com/,20240502
코딩은 모르지만  파이썬 으로... 위한 이해할 수 있는  파이썬 ,https://blog.naver.com/pareko/223492528187,"자바,  파이썬 , C 언어 등 다양한 언어가 있고 기술 스택이 있지만 비전공자 입장에서는 무엇을 배워야... &quot;비전공자를 위한 이해할 수 있는  파이썬 &quot; 에서는 코딩의 코자도 모르는 입문자에게 코딩을 시작하는... ",순돌아범,blog.naver.com/pareko,20240627
 파이썬 으로 이해하는 객체지향 프로그래밍의 기본 원리,https://otc-etc.tistory.com/15, 파이썬 에서 배우는 객체지향 프로그래밍 핵심 개념 이번 글에서는  파이썬 의 객체지향 프로그래밍(OOP) 개념을 처음 접하는 초보자를 위해 다양한 핵심 요소들을 설명할 것입니다. 객체지향... ,otc-etc,https://otc-etc.tistory.com/,20250319
"블록코딩,  파이썬  코딩 교육 완성까지 걸리는 시간에 대해서",https://blog.naver.com/smartlifelab_/223500771805,"키워드 &quot;Coding' 전주코딩학원 스마트라이프연구학원 그중에서 많이 하는 질문에 블록코딩,  파이썬  코딩...  파이썬 이나 C언어도 마찬가지구요 그러니 몇주완성 몇달완성이라는 코딩학원의 광고에 현혹되지... ",전주코딩컴퓨터 스마트라이프연구학원,blog.naver.com/smartlifelab_,20240704
비전공자 코딩 독학 - 나도코딩  파이썬  5기 자율학습단 후기,https://blog.naver.com/solarenergypeople/223294116628,나도코딩의  파이썬  입문 학습단에 가입해서 스터디 할수 있는 점에 바로 책 결제를 갈겨버렸다 코딩 자율학습 나도코딩의  파이썬  입문 저자 나도코딩 출판 길벗 발매 2023.02.20. 책은 어떤 사이트에서 사도... ,records,blog.naver.com/solarenergypeople,20231215
크론탭  파이썬  도커 path 오류 수정 crontab python 강제... ,https://nayha.tistory.com/809,우와 뭐가 꼬였는지 도커  파이썬 에서 사용하는 path 랑 크론탭 path 가 서로... 여기서 path 문제로 의심  파이썬 에서 사용하는 path 확인 import sys print(sys.executable) print(sys.... ,Nayha,https://nayha.tistory.com/,20250316
[Python]  파이썬 에서 SQL 사용하기 (3):  SQLite =&gt; MariaDB... ,https://blog.naver.com/pcmola/223775617746,"이전 글: https://blog.naver.com/pcmola/223772301584 &amp;  파이썬 에서 DB 접속할 때, SQLite 대신 MariaDB로...  파이썬  소스로 MariaDB 접근/실행 ChatGPT에게 기존 소스를 MariaDB 접속용 소스로 변환해 달라고... ",Creator,blog.naver.com/pcmola,20250226
강남 파이썬 학원에서 Python 언어를 학습하고 코딩테스트 배우기,https://blog.naver.com/ggumdream-/223612394672,"강남 파이썬 학원에서 기초 코딩 언어 학습 부터  파이썬  기반의 코딩테스트 준비까지 공부할 수 있는 교육과정에 대해 설명해드리겠습니다:) 코딩테스트 교육은  파이썬 , 자바 이렇게 2가지로 교육을 진행하고... ","블로그의 모든것! ""IT 국비지원 + 취업의 모든것!""",blog.naver.com/ggumdream-,20241009
엑셀  파이썬  -  파이썬  코딩 규칙 (PEP 8Python Enhance... ,https://blog.naver.com/csyy7199/223429037588," 파이썬  코딩 규칙 (PEP 8Python Enhance Proposal 8)  파이썬  개발자가 정한 규칙이나 절대적이지는 않지만, 지키는 것이 가독성을 높이고  파이썬 에 최적화 된 코딩을 할 수 있다. 기타  파이썬  기능... ",대직장인DNA의 워라벨 & 여행과 엑셀 & 코딩,blog.naver.com/csyy7199,20240427
[ 파이썬  코딩 기초]- 파이썬  자료형 타입 확인 및 변환은... ,https://esajin.kr/entry/%ED%8C%8C%EC%9D%B4%EC%8D%AC-%EC%BD%94%EB%94%A9-%EA%B8%B0%EC%B4%88-%ED%8C%8C%EC%9D%B4%EC%8D%AC-%EC%9E%90%EB%A3%8C%ED%98%95-%ED%83%80%EC%9E%85-%ED%99%95%EC%9D%B8-%EB%B0%8F-%EB%B3%80%ED%99%98%EC%9D%80-%EC%A4%91%EC%9A%94%ED%95%B4-010%EA%B0%95?category=733629,"입력받았던  파이썬  자료의 유형이 무엇인지 확인하고, 다른 자료 유형으로 변환하는 방법에 대해서 알아본다.  파이썬  데이터 터리 중에 특정 값의 타입을 필요에 다라 적절하게 변환하여... ",서관덕의 시간이 머문 작은 공간,https://esajin.kr/,20241002
강남프로그래밍학원 체계적인  파이썬  수업 과정,https://blog.naver.com/aengpark/223353556159,그 중에서 AI 개발자가 필수적으로 배워둬야 한다는  파이썬  과목을 등록하기 위해 방문을 했어요.... 첫 수업에서는  파이썬 에 대해 먼저 간략하게 소개를 해 주셨어요. 이건 문법이 다른 언어에 비해서 비교적... ,aeng’s,blog.naver.com/aengpark,20240214
소프트웨어 개발자 복직 준비 중( 파이썬  입문),https://blog.naver.com/syerane/223317517677,경력은 앞으로 또 쌓아가면 되니까~ &lt;복직 2단계&gt; 개발 랭귀지 준비~  파이썬  익히고 있다. 랭귀지... ㅋㅋ 왜 애들이 공부하기 싫은지 알겠소~ [나도코딩의  파이썬  입문] 코딩 자율학습 나도코딩의  파이썬  입문... ,생.긴하루,blog.naver.com/syerane,20240109
 파이썬  정규식으로 주민등록번호 추출,https://blog.naver.com/scienleader/223775013838," 파이썬  정규식: 문자열의 마법사를 만나다 안녕하세요, 여러분! 오늘은  파이썬  프로그래밍의 숨은 영웅, '정규식'에 대해 이야기해보려고 합니다. 정규식이 뭐냐고요? 간단히 말해, 문자열을 다루는 마법... ",태지쌤,blog.naver.com/scienleader,20250226
[ 파이썬 ]환경 구축하기,https://blog.naver.com/apdlvmf545/223220431360,안녕하세요 재료하는데 어째서 컴공인  파이썬 이냐 하면 최근에 시뮬레이션을 좀 많이... 소문난  파이썬 으로  파이썬 을 쓸려면 당연히  파이썬 이 있어야합니다(?) 공홈으로 들어가 다운로드 탭을... ,메론빵의블로그,blog.naver.com/apdlvmf545,20230924
"[6일]  파이썬  독학, 코딩자율학습단 9기 - 6장. 제어문 : 조건에... ",https://blog.naver.com/hofmaker/223527848345,이번 6장 조건문을 학습하기 위해  파이썬 의 구조적 코딩 방법을 익힌 것 같다. 상당히 빨리 학습이 끝났다. 나도코딩  파이썬  입문책의 설명이 쉽게 되어 있기 때문일 것이다. if 문을 쓰게 되면서  파이썬 에... ,"50대 자기계발, 잡학다식",blog.naver.com/hofmaker,20240728
" 파이썬 (Python), 비주얼 스튜디오 코드 설치로 프로그래밍... ",https://blog.naver.com/winsweet/223399673405," 파이썬 (Python)은 현재 프로그램 언어 점유율이 가장 높으며, 많은 도메인에서 표준 프로그래밍 언어로 자리 잡고 있습니다.  파이썬 은 사용이 쉽고 빠른 개발이 가능한데요. 다른 언어나 라이브러리와... ",Play IT,blog.naver.com/winsweet,20240329
책이 더욱 많아질겁니다. &lt;야구데이터로 배우는  파이썬 &gt;,https://blog.naver.com/khparke1/223779871359,"만일 스포츠, 혹은 야구를 좋아하신 다면 &lt;야구 데이터로 배우는  파이썬 &gt;같은 서적도 해당할 겁니다. 야구 데이터로 배우는  파이썬  저자 사이토 아마네 출판 영진닷컴 발매 2025.02.14. 야구데이터로 시작하는... ","기록과 기억, 그리고",blog.naver.com/khparke1,20250301
중고등학교 정규 선택 과목 대비  파이썬  인공지능 프로그래밍... ,https://blog.naver.com/rlaworlawo321/223796938803,대비  파이썬  인공지능 프로그래밍 코딩 교육은 어떻게 진행하면 좋을지에 대해서 포스팅해보겠습니다.... 주로  파이썬 과 자바 스크립트를 이용하여 프로그래밍 언어의 기초에 대해서 학습하게 됩니다.... ,사고력과 창의력을 키워나가는 부산코딩스쿨,blog.naver.com/rlaworlawo321,20250316
효율적인  파이썬  코딩 스타일: 린트와 포매팅 완벽 가이드,https://yhimsdokdo.tistory.com/3,"효율적인  파이썬  코딩 스타일 린트와 포매팅  파이썬 은 높은 가독성을 자랑하는 프로그래밍 언어로, 코드의 가독성 향상은 협업 및 유지보수에 중요한 요소입니다. 본 글에서는 효율적인  파이썬  코딩... ",yhimsdokdo,https://yhimsdokdo.tistory.com/,20250317
"목동동 코딩과외 초등,  파이썬  코딩학원 직장인",https://blog.naver.com/backwardskm2r/223811785073,"목동동 코딩과외 초등,  파이썬  코딩학원 직장인 목동동 코딩은 현대 사회에서 필수적인 기술이... 특히  파이썬 은 초보자도 쉽게 배울 수 있는 언어로 직장인들이 많이 선택하는 프로그래밍 언어입니다. 코딩... ",backwardskm2r님의 블로그,blog.naver.com/backwardskm2r,20250327
 파이썬  설치 다운로드부터 해야겠죠?,https://blog.naver.com/sweetk2ss/221954566322,제격인  파이썬  설치 및 다운로드 방법에 대해 알려드리는 시간을 가져볼까 합니다. Phthon은 오픈 소스 소프트웨어입니다. 그렇기에 누구나 Phthon 공식 사이트를 통해  파이썬  설치 파일을 다운로드할... ,도찌의블로그,blog.naver.com/sweetk2ss,20200510
"5. Hey,  파이썬 ! 생성형 AI 활용 앱 만들어 줘",https://blog.naver.com/qhrhtlvek_s2/223405007852,"Hey,  파이썬 ! 생성형 AI 활용 앱 만들어 줘 저자 김한호,최태온,윤택한 출판 성안당 발매 2024.03.13. Hey,  파이썬 ! 생성형 AI 활용 앱 만들어줘 - 김한호, 최태온, 윤택한 (성안당) 이번년도 목표에  파이썬  공부가... ",Almona log,blog.naver.com/qhrhtlvek_s2,20240404
수원 파이썬 학원 1:1  파이썬  왕초보만 !!!,https://blog.naver.com/f641a/223747324432,"오늘은  파이썬 이랑 코딩언어에 대해서 알아볼텐데요. 예전에 스타크래프트 국민맵  파이썬 인 줄 아는 아재는 저 밖에 없을 것으로 알고 ㅋㅋㅋ 바로 시작해보도록 하겠습니다  4차 산업혁명 시대,  파이썬 을... ",여러가지맨,blog.naver.com/f641a,20250204
기초부터 탄탄하게 실습 중심 대전 파이썬 학원,https://blog.naver.com/ples1975/223784589249,안녕하세요~ 이번엔 코딩의 기초를 다지는데 가장 적합한 언어인  파이썬 에 대해 알아볼려고 해요~ 초보자도 쉽게 접근할 수 있어서 많은 분들이 관심있어하고 실제로 배우고 있죠! 대전  파이썬  학원에서는... ,모기물린곳 가려워요,blog.naver.com/ples1975,20250305
"사진 백업용  파이썬  활용기 with 셀레니움(Selenium), pyautogui",https://blog.naver.com/ppellz/223722624333,경고 본인이 이번에 만든 거 정리하는 용도임  파이썬  코드 퀄리티 절대 보장 못함 이젠... 여기저기  파이썬  찾아가며 코드 만든 이유가 순순히 블로그를 만들 거 같지 않아요 적어도... ,펠즈 리튼(Written),blog.naver.com/ppellz,20250111
 파이썬  기초(01_연산자와 자료형),https://blog.naver.com/wotmd369/223812181668," 파이썬 의 키워드로, 식별자로 사용해서는 안된다. 식별자는 대소문자를 구분하므로, 별일없으면 소문자를 사용하도록 하고, 가독성을 높이는게 좋다. 연산자 산술 연산자: 사칙연산, 값을... ",걍,blog.naver.com/wotmd369,20250327
"울산 파이썬  기초 강의 수강, 포트폴리오로 취업!!!",https://blog.naver.com/ulsan2583377/223804586413,"울산 파이썬  강의도 4월에 시작합니다. 많.관.부~~~~!!!!! 우선,  파이썬 에 대해서 알아볼까요?  파이썬 이란? 1991년 네덜란드 프로그래머인 로섬에 의해 만들어진 인터프리터(한 라인씩 소스코드를 차례대로... ",공업탑 우리컴퓨터아카데미,blog.naver.com/ulsan2583377,20250321
n8n에서   파이썬 (Python)을 활용하여 데이터파이프라인... ,https://blog.naver.com/dlabman/223811040739,⚠️⚠️ n8n 은 Code 노드에서 자바스크립트만을 지원하였으나 현재는  파이썬 도 제공하고 있습니다. (현재 베타 단계) 하지만 n8n 공식문 서에서  파이썬 은 추가적인 컴파일이 필요하기 때문에... ,Data Engineers Lab,blog.naver.com/dlabman,20250326
